symbol,mcap_cr,updated
TIJARIA,17.95,2026-08-31
TIL,1629.69,2026-08-31
TIMETECHNO,9286.72,2026-08-31
TIMEX,6849.74,2026-08-31
TIMKEN,23728.73,2026-08-31
TINNARUBR,1794.43,2026-08-31
TIPSFILMS,144.44,2026-08-31
TIPSMUSIC,8236.46,2026-08-31
TIRUMALCHM,1937.07,2026-08-31
TIRUPATIFL,855.79,2026-08-31
TITAGARH,11188.88,2026-08-31
TITAN,454789.57,2026-08-31
TMB,14833.52,2026-08-31
TMCV,172848.63,2026-08-31
TMPV,116635.49,2026-08-31
TNPETRO,1104.52,2026-08-31
TNPL,971.93,2026-08-31
TNTELE,41.15,2026-08-31
TOKYOPLAST,75.87,2026-08-31
TOLINS,374.53,2026-08-31
TORNTPHARM,187461.33,2026-08-31
TORNTPOWER,60912.43,2026-08-31
TOTAL,108.30,2026-08-31
TOUCHWOOD,63.72,2026-08-31
TOYAMSL,36.98,2026-08-31
TPHQ,57.18,2026-08-31
TPLPLASTEH,566.74,2026-08-31
TRACXN,329.86,2026-08-31
TRANSCOR,83.86,2026-08-31
TRANSPEK,803.71,2026-08-31
TRANSRAILL,5863.63,2026-08-31
TRANSWORLD,380.42,2026-08-31
TRAVELFOOD,17229.19,2026-08-31
TREEHOUSE,26.87,2026-08-31
TREJHARA,346.43,2026-08-31
TREL,663.15,2026-08-31
TRENT,153489.34,2026-08-31
TRF,249.41,2026-08-31
TRIDENT,12325.92,2026-08-31
TRIGYN,184.42,2026-08-31
TRITONV,568.54,2026-08-31
TRITURBINE,18526.19,2026-08-31
TRIVENI,6306.99,2026-08-31
TRU,48.14,2026-08-31
TRUALT,3621.22,2026-08-31
TSFINV,8917.69,2026-08-31
TTKHLTCARE,1630.18,2026-08-31
TTKPRESTIG,7981.46,2026-08-31
TTL,152.06,2026-08-31
TTML,7402.20,2026-08-31
TURTLEMINT,4276.42,2026-08-31
TUTIALKA,716.35,2026-08-31
TVSELECT,799.91,2026-08-31
TVSHLTD,26983.97,2026-08-31
TVSMOTOR,205762.40,2026-08-31
TVSSCS,5615.56,2026-08-31
TVSSRICHAK,4219.59,2026-08-31
TVTODAY,675.01,2026-08-31
TVVISION,13.45,2026-08-31
UBL,34791.79,2026-08-31
UCAL,338.30,2026-08-31
UCOBANK,31490.74,2026-08-31
UDAYJEW,454.89,2026-08-31
UDS,1506.63,2026-08-31
UEL,2692.53,2026-08-31
UFBL,2847.91,2026-08-31
UFLEX,4638.06,2026-08-31
UFO,257.50,2026-08-31
UGARSUGAR,635.82,2026-08-31
UGROCAP,1324.52,2026-08-31
UJJIVANSFB,13393.72,2026-08-31
ULTRACEMCO,336823.86,2026-08-31
ULTRAMAR,1290.13,2026-08-31
UMAEXPORTS,89.63,2026-08-31
UMESLTD,14.33,2026-08-31
UMIYA-MRO,175.33,2026-08-31
UNICHEMLAB,4031.07,2026-08-31
UNIDT,421.13,2026-08-31
UNIECOM,1044.15,2026-08-31
UNIENTER,660.55,2026-08-31
UNIINFO,11.68,2026-08-31
UNIMECH,7581.14,2026-08-31
UNIONBANK,139503.57,2026-08-31
UNIPARTS,4035.62,2026-08-31
UNITDSPR,105460.32,2026-08-31
UNITECH,1004.26,2026-08-31
UNITEDPOLY,863.16,2026-08-31
UNITEDTEA,224.88,2026-08-31
UNIVAFOODS,12.93,2026-08-31
UNIVASTU,181.55,2026-08-31
UNIVCABLES,5794.13,2026-08-31
UNIVPHOTO,495.30,2026-08-31
UNOMINDA,74153.95,2026-08-31
UPHOT,791.05,2026-08-31
UPL,46966.67,2026-08-31
URAVIDEF,128.56,2026-08-31
URBANCO,25939.46,2026-08-31
URJA,407.71,2026-08-31
USHAMART,15203.44,2026-08-31
USK,105.67,2026-08-31
UTIAMC,11251.78,2026-08-31
UTKARSHBNK,2679.66,2026-08-31
UTLSOLAR,13523.76,2026-08-31
UTTAMSUGAR,1192.52,2026-08-31
UYFINCORP,371.51,2026-08-31
V2RETAIL,7765.57,2026-08-31
VADILALIND,5558.96,2026-08-31
VADILENT,945.00,2026-08-31
VAIBHAVGBL,3653.16,2026-08-31
VAISHALI,105.67,2026-08-31
VAKRANGEE,626.08,2026-08-31
VALIANTLAB,535.85,2026-08-31
VALIANTORG,818.28,2026-08-31
VAML,169515.44,2026-08-31
VARDHACRLC,347.85,2026-08-31
VARDMNPOLY,262.57,2026-08-31
VARROC,12692.74,2026-08-31
VASCONEQ,696.70,2026-08-31
VASUPRADA,78.29,2026-08-31
VASWANI,160.99,2026-08-31
VBL,138477.02,2026-08-31
VCL,37.85,2026-08-31
VEDAVAAG,42.84,2026-08-31
VEDL,108776.85,2026-08-31
VEDPOWER,13818.00,2026-08-31
VEEDOL,2522.73,2026-08-31
VELJAN,810.90,2026-08-31
VENKEYS,2366.33,2026-08-31
VENTIVE,13791.99,2026-08-31
VENUSPIPES,3384.75,2026-08-31
VENUSREM,2212.77,2026-08-31
VERANDA,2412.85,2026-08-31
VERTOZ,328.14,2026-08-31
VESUVIUS,8441.47,2026-08-31
VETO,237.03,2026-08-31
VGCL,130.94,2026-08-31
VGL,306.08,2026-08-31
VGUARD,15042.34,2026-08-31
VHL,1132.98,2026-08-31
VHLTD,806.87,2026-08-31
VIDHIING,1756.51,2026-08-31
VIDYAWIRES,1931.97,2026-08-31
VIJAYA,15444.60,2026-08-31
VIJIFIN,249.19,2026-08-31
VIJSOLX,217.70,2026-08-31
VIKASECO,156.88,2026-08-31
VIKASLIFE,247.56,2026-08-31
VIKRAMSOLR,6122.09,2026-08-31
VIKRAN,1331.82,2026-08-31
VIMTALABS,2894.50,2026-08-31
VINATIORGA,13830.40,2026-08-31
VINCOFE,2702.92,2026-08-31
VINDHYATEL,3063.02,2026-08-31
VINEETLAB,36.01,2026-08-31
VINNY,48.89,2026-08-31
VINYLINDIA,432.15,2026-08-31
VIPCLOTHNG,182.59,2026-08-31
VIPIND,4351.76,2026-08-31
VIPULLTD,202.74,2026-08-31
VIRAT,653.48,2026-08-31
VIRINCHI,157.98,2026-08-31
VISACHROME,490.13,2026-08-31
VISAKAIND,762.83,2026-08-31
VISHNU,4420.21,2026-08-31
VISHWARAJ,128.88,2026-08-31
VISL,14455.03,2026-08-31
VITAL,128.32,2026-08-31
VIVIANA,701.59,2026-08-31
VIVIDHA,14.64,2026-08-31
VIVIMEDLAB,57.47,2026-08-31
VIVOBIOT,39.26,2026-08-31
VIYASH,11491.93,2026-08-31
VLEGOV,123.33,2026-08-31
VLSFINANCE,816.49,2026-08-31
VMART,6517.21,2026-08-31
VMM,50544.84,2026-08-31
VMSTMT,194.61,2026-08-31
VOEPL,1714.69,2026-08-31
VOGL,15112.19,2026-08-31
VOITHPAPR,642.98,2026-08-31
VOLTAMP,11179.52,2026-08-31
VOLTAS,39745.87,2026-08-31
VPRPL,413.44,2026-08-31
VRAJ,416.25,2026-08-31
VRLLOG,5307.98,2026-08-31
VSSL,3437.94,2026-08-31
VSTIND,3546.65,2026-08-31
VSTL,212.02,2026-08-31
VSTTILLERS,3770.30,2026-08-31
VTL,16694.65,2026-08-31
VTMLTD,571.63,2026-08-31
WAAREEENER,74296.46,2026-08-31
WAAREEINDO,1125.42,2026-08-31
WAAREERTL,9049.81,2026-08-31
WABAG,11233.04,2026-08-31
WAKEFIT,4623.61,2026-08-31
WALCHANNAG,1256.92,2026-08-31
WANBURY,756.83,2026-08-31
WARDINMOBI,185.61,2026-08-31
WATERBASE,206.64,2026-08-31
WCIL,860.39,2026-08-31
WEALTH,904.24,2026-08-31
WEBELSOLAR,3338.21,2026-08-31
WEIZMANIND,115.35,2026-08-31
WEL,1203.88,2026-08-31
WELCORP,62971.38,2026-08-31
WELENT,9189.40,2026-08-31
WELINV,833.51,2026-08-31
WELSPUNLIV,18679.44,2026-08-31
WENDT,1633.60,2026-08-31
WESTLIFE,8248.21,2026-08-31
WEWIN,45.88,2026-08-31
WEWORK,9626.69,2026-08-31
WHBRADY,95.63,2026-08-31
WHEELS,3782.14,2026-08-31
WHIRLPOOL,10182.71,2026-08-31
WILLAMAGOR,25.81,2026-08-31
WINDLAS,2098.10,2026-08-31
WINDMACHIN,2644.56,2026-08-31
WIPL,186.32,2026-08-31
WIPRO,186856.14,2026-08-31
WOCKPHARMA,30707.28,2026-08-31
WONDERLA,3430.57,2026-08-31
WORTHPERI,247.26,2026-08-31
WSI,487.62,2026-08-31
WSTCSTPAPR,4087.83,2026-08-31
XCHANGING,679.11,2026-08-31
XELPMOC,117.92,2026-08-31
XPROINDIA,2689.11,2026-08-31
XTGLOBAL,417.93,2026-08-31
YASHO,5130.53,2026-08-31
YATHARTH,9629.79,2026-08-31
YATRA,1676.49,2026-08-31
YESBANK,69603.95,2026-08-31
YOGI,723.48,2026-08-31
YUKEN,1341.92,2026-08-31
ZAGGLE,2481.82,2026-08-31
ZEEL,8904.06,2026-08-31
ZEELEARN,247.79,2026-08-31
ZEEMEDIA,547.20,2026-08-31
ZENITHEXPO,112.13,2026-08-31
ZENITHSTL,74.04,2026-08-31
ZENSARTECH,10357.16,2026-08-31
ZENTEC,16003.90,2026-08-31
ZFCVINDIA,28714.27,2026-08-31
ZFSTEERING,604.57,2026-08-31
ZIMLAB,597.64,2026-08-31
ZODIACLOTH,192.97,2026-08-31
ZOTA,3641.19,2026-08-31
ZUARI,985.10,2026-08-31
ZUARIIND,807.25,2026-08-31
ZYDUSLIFE,117311.42,2026-08-31
ZYDUSWELL,16709.58,2026-08-31
